Invoice ID,Customer type,Gender,Product line,Unit price,Quantity,Total
235-46-8343,Member,Male,Food and beverages,27.66,10,290.43
453-12-7053,Normal,Male,Fashion accessories,45.74,3,144.08
296-11-7041,Member,Female,Health and beauty,27.07,1,28.42
449-27-2918,Member,Female,Sports and travel,39.12,1,41.08
891-01-7034,Normal,Female,Electronic accessories,74.71,6,470.67
744-09-5786,Normal,Male,Electronic accessories,22.01,6,138.66
727-17-0390,Normal,Female,Food and beverages,63.61,5,333.95
568-88-3448,Normal,Male,Health and beauty,25.00,1,26.25
187-83-5490,Member,Male,Electronic accessories,20.77,4,87.23
767-54-1907,Member,Female,Fashion accessories,29.56,5,155.19
710-46-4433,Member,Female,Food and beverages,77.40,9,731.43
533-33-5337,Normal,Male,Electronic accessories,79.39,10,833.60
325-90-8763,Member,Female,Electronic accessories,46.57,10,488.99
729-46-7422,Normal,Male,Food and beverages,35.89,1,37.68
639-76-1242,Normal,Male,Food and beverages,40.52,5,212.73
234-03-4040,Member,Female,Food and beverages,73.05,10,767.03
326-71-2155,Normal,Female,Sports and travel,73.95,4,310.59
320-32-8842,Member,Female,Food and beverages,22.62,1,23.75
470-32-9057,Member,Male,Food and beverages,51.34,5,269.54
878-30-2331,Member,Female,Sports and travel,54.55,10,572.78
440-59-5691,Member,Female,Health and beauty,37.15,7,273.05
554-53-3790,Normal,Male,Sports and travel,37.02,6,233.23
746-19-0921,Normal,Male,Food and beverages,21.58,1,22.66
233-34-0817,Member,Female,Electronic accessories,98.84,1,103.78
767-05-1286,Member,Female,Home and lifestyle,83.77,6,527.75
340-21-9136,Member,Female,Sports and travel,40.05,4,168.21
405-31-3305,Member,Male,Fashion accessories,43.13,10,452.87
731-59-7531,Member,Male,Health and beauty,72.57,8,609.59
676-39-6028,Member,Female,Electronic accessories,64.44,5,338.31
502-05-1910,Normal,Male,Health and beauty,65.18,3,205.32
485-30-8700,Normal,Female,Sports and travel,33.26,5,174.62
598-47-9715,Normal,Male,Electronic accessories,84.07,4,353.09
701-69-8742,Normal,Male,Sports and travel,34.37,10,360.89
575-67-1508,Normal,Male,Electronic accessories,38.60,1,40.53
541-08-3113,Normal,Male,Food and beverages,65.97,8,554.15
246-11-3901,Normal,Female,Electronic accessories,32.80,10,344.40
674-15-9296,Normal,Male,Sports and travel,37.14,5,194.99
305-18-3552,Member,Male,Home and lifestyle,60.38,10,633.99
493-65-6248,Member,Female,Sports and travel,36.98,10,388.29
438-01-4015,Member,Female,Sports and travel,49.49,4,207.86
709-58-4068,Normal,Female,Fashion accessories,41.09,10,431.45
795-49-7276,Normal,Male,Fashion accessories,37.15,4,156.03
556-72-8512,Normal,Male,Home and lifestyle,22.96,1,24.11
627-95-3243,Member,Female,Home and lifestyle,77.68,9,734.08
686-41-0932,Normal,Female,Fashion accessories,34.70,2,72.87
510-09-5628,Member,Female,Fashion accessories,19.66,10,206.43
608-04-3797,Member,Female,Health and beauty,25.32,8,212.69
148-82-2527,Member,Female,Home and lifestyle,12.12,10,127.26
437-53-3084,Normal,Male,Fashion accessories,99.89,2,209.77
632-32-4574,Normal,Male,Sports and travel,75.92,8,637.73
556-97-7101,Normal,Female,Electronic accessories,63.22,2,132.76
862-59-8517,Normal,Female,Food and beverages,90.24,6,568.51
401-18-8016,Member,Female,Sports and travel,98.13,1,103.04
420-18-8989,Member,Female,Sports and travel,51.52,8,432.77
277-63-2961,Member,Male,Sports and travel,73.97,1,77.67
573-98-8548,Member,Female,Fashion accessories,31.90,1,33.50
620-02-2046,Normal,Male,Home and lifestyle,69.40,2,145.74
282-35-2475,Normal,Female,Sports and travel,93.31,2,195.95
511-54-3087,Normal,Male,Sports and travel,88.45,1,92.87
726-29-6793,Member,Male,Electronic accessories,24.18,8,203.11
387-49-4215,Member,Female,Sports and travel,48.50,3,152.78
862-17-9201,Normal,Female,Food and beverages,84.05,6,529.52
291-21-5991,Member,Male,Health and beauty,61.29,5,321.77
602-80-9671,Member,Female,Home and lifestyle,15.95,6,100.49
347-72-6115,Member,Female,Sports and travel,90.74,7,666.94
209-61-0206,Normal,Female,Home and lifestyle,42.91,5,225.28
595-27-4851,Normal,Female,Fashion accessories,54.28,7,398.96
189-52-0236,Normal,Male,Electronic accessories,99.55,7,731.69
503-07-0930,Member,Male,Sports and travel,58.39,7,429.17
413-20-6708,Member,Female,Fashion accessories,51.47,1,54.04
425-85-2085,Member,Male,Health and beauty,54.86,5,288.02
521-18-7827,Member,Male,Home and lifestyle,39.39,5,206.80
220-28-1851,Normal,Male,Home and lifestyle,34.73,2,72.93
600-38-9738,Member,Male,Sports and travel,71.92,5,377.58
734-91-1155,Normal,Female,Electronic accessories,45.71,3,143.99
451-28-5717,Member,Female,Home and lifestyle,83.17,6,523.97
609-81-8548,Member,Female,Home and lifestyle,37.44,6,235.87
133-14-7229,Normal,Male,Health and beauty,62.87,2,132.03
534-01-4457,Normal,Male,Food and beverages,81.71,6,514.77
719-89-8991,Member,Female,Sports and travel,91.41,5,479.90
286-62-6248,Normal,Male,Fashion accessories,39.21,4,164.68
339-38-9982,Member,Male,Fashion accessories,59.86,2,125.71
827-44-5872,Member,Female,Food and beverages,54.36,10,570.78
827-77-7633,Normal,Male,Sports and travel,98.09,9,926.95
287-83-1405,Normal,Male,Health and beauty,25.43,6,160.21
435-13-4908,Member,Male,Fashion accessories,86.68,8,728.11
857-67-9057,Normal,Male,Electronic accessories,22.95,10,240.98
236-27-1144,Normal,Female,Food and beverages,16.31,9,154.13
892-05-6689,Normal,Female,Home and lifestyle,28.32,5,148.68
583-41-4548,Normal,Male,Home and lifestyle,16.67,7,122.52
339-12-4827,Member,Female,Fashion accessories,73.96,1,77.66
643-38-7867,Normal,Male,Home and lifestyle,97.94,1,102.84
308-81-0538,Normal,Female,Fashion accessories,73.05,4,306.81
358-88-9262,Member,Female,Food and beverages,87.48,6,551.12
460-35-4390,Normal,Male,Home and lifestyle,30.68,3,96.64
343-87-0864,Member,Male,Health and beauty,75.88,1,79.67
173-50-1108,Member,Female,Sports and travel,20.18,4,84.76
243-47-2663,Member,Male,Electronic accessories,18.77,6,118.25
841-18-8232,Normal,Female,Food and beverages,71.20,1,74.76
701-23-5550,Member,Male,Home and lifestyle,38.81,4,163.00
647-50-1224,Normal,Female,Fashion accessories,29.42,10,308.91
541-48-8554,Normal,Male,Sports and travel,60.95,9,575.98
539-21-7227,Normal,Female,Sports and travel,51.54,5,270.59
213-32-1216,Normal,Female,Electronic accessories,66.06,6,416.18
747-58-7183,Normal,Male,Fashion accessories,57.27,3,180.40
582-52-8065,Normal,Female,Fashion accessories,54.31,9,513.23
210-57-1719,Normal,Female,Health and beauty,58.24,9,550.37
399-69-4630,Normal,Male,Electronic accessories,22.21,6,139.92
134-75-2619,Member,Male,Electronic accessories,19.32,7,142.00
356-44-8813,Normal,Male,Home and lifestyle,37.48,3,118.06
198-66-9832,Member,Female,Fashion accessories,72.04,2,151.28
283-26-5248,Member,Female,Food and beverages,98.52,10,1034.46
712-39-0363,Member,Male,Food and beverages,41.66,6,262.46
218-59-9410,Member,Female,Home and lifestyle,72.42,3,228.12
174-75-0888,Normal,Male,Electronic accessories,21.58,9,203.93
866-99-7614,Normal,Male,Food and beverages,89.20,10,936.60
134-54-4720,Normal,Female,Electronic accessories,42.42,8,356.33
760-90-2357,Member,Male,Electronic accessories,74.51,6,469.41
514-37-2845,Normal,Male,Fashion accessories,99.25,2,208.43
698-98-5964,Normal,Female,Food and beverages,81.21,10,852.71
718-57-9773,Normal,Female,Sports and travel,49.33,10,517.97
651-88-7328,Normal,Female,Fashion accessories,65.74,9,621.24
241-11-2261,Normal,Female,Fashion accessories,79.86,7,586.97
408-26-9866,Normal,Female,Sports and travel,73.98,7,543.75
834-83-1826,Member,Female,Home and lifestyle,82.04,5,430.71
343-61-3544,Member,Male,Sports and travel,26.67,10,280.04
239-48-4278,Member,Male,Food and beverages,10.13,7,74.46
355-34-6244,Normal,Male,Food and beverages,72.39,2,152.02
550-84-8664,Normal,Male,Sports and travel,85.91,5,451.03
339-96-8318,Member,Male,Fashion accessories,81.31,7,597.63
458-61-0011,Normal,Male,Food and beverages,60.30,4,253.26
592-34-6155,Normal,Male,Food and beverages,31.77,4,133.43
797-88-0493,Normal,Female,Health and beauty,64.27,4,269.93
207-73-1363,Normal,Male,Health and beauty,69.51,2,145.97
390-31-6381,Normal,Male,Food and beverages,27.22,3,85.74
443-82-0585,Member,Female,Health and beauty,77.68,4,326.26
339-18-7061,Member,Female,Fashion accessories,92.98,2,195.26
359-90-3665,Member,Female,Fashion accessories,18.08,4,75.94
375-72-3056,Normal,Male,Sports and travel,63.06,3,198.64
127-47-6963,Normal,Male,Health and beauty,51.71,4,217.18
278-86-2735,Normal,Female,Food and beverages,52.34,3,164.87
695-28-6250,Normal,Female,Sports and travel,43.06,5,226.07
379-17-6588,Normal,Male,Fashion accessories,59.61,10,625.91
227-50-3718,Normal,Male,Health and beauty,14.62,5,76.76
302-15-2162,Member,Male,Health and beauty,46.53,6,293.14
788-07-8452,Member,Female,Home and lifestyle,24.24,7,178.16
560-49-6611,Member,Female,Sports and travel,45.58,1,47.86
880-35-0356,Member,Female,Sports and travel,75.20,3,236.88
585-11-6748,Member,Male,Sports and travel,96.80,3,304.92
470-31-3286,Normal,Male,Health and beauty,14.82,3,46.68
152-68-2907,Normal,Male,Food and beverages,52.20,3,164.43
123-35-4896,Normal,Female,Sports and travel,46.66,9,440.94
258-69-7810,Normal,Female,Fashion accessories,36.85,5,193.46
334-64-2006,Member,Female,Home and lifestyle,70.32,2,147.67
219-61-4139,Normal,Male,Electronic accessories,83.08,1,87.23
881-41-7302,Normal,Female,Fashion accessories,64.99,1,68.24
373-09-4567,Normal,Male,Food and beverages,77.56,10,814.38
642-30-6693,Normal,Female,Sports and travel,54.51,6,343.41
484-22-8230,Member,Female,Fashion accessories,51.89,7,381.39
830-58-2383,Normal,Male,Home and lifestyle,31.75,4,133.35
559-98-9873,Member,Female,Fashion accessories,53.65,7,394.33
544-32-5024,Member,Female,Food and beverages,49.79,4,209.12
318-12-0304,Normal,Male,Fashion accessories,30.61,1,32.14
349-97-8902,Member,Male,Food and beverages,57.89,2,121.57
421-95-9805,Normal,Female,Electronic accessories,28.96,1,30.41
277-35-5865,Member,Female,Food and beverages,98.97,9,935.27
789-23-8625,Member,Male,Fashion accessories,93.22,3,293.64
284-54-4231,Member,Male,Sports and travel,80.93,1,84.98
443-59-0061,Member,Male,Food and beverages,67.45,10,708.23
509-29-3912,Member,Female,Sports and travel,38.72,9,365.90
327-40-9673,Member,Male,Sports and travel,72.60,6,457.38
840-19-2096,Member,Male,Electronic accessories,87.91,5,461.53
828-46-6863,Member,Male,Food and beverages,98.53,6,620.74
641-96-3695,Member,Female,Fashion accessories,43.46,6,273.80
420-97-3340,Normal,Female,Food and beverages,71.68,3,225.79
436-54-4512,Member,Female,Food and beverages,91.61,1,96.19
670-79-6321,Member,Female,Home and lifestyle,94.59,7,695.24
852-62-7105,Normal,Female,Fashion accessories,83.25,10,874.13
598-06-7312,Member,Male,Fashion accessories,91.35,1,95.92
135-13-8269,Member,Female,Food and beverages,78.88,2,165.65
816-57-2053,Normal,Male,Sports and travel,60.87,2,127.83
628-90-8624,Member,Male,Health and beauty,82.58,10,867.09
856-66-2701,Member,Male,Home and lifestyle,53.30,3,167.90
308-39-1707,Normal,Female,Fashion accessories,12.09,1,12.69
149-61-1929,Normal,Male,Sports and travel,64.19,10,674.00
655-07-2265,Normal,Male,Electronic accessories,78.31,3,246.68
589-02-8023,Member,Male,Food and beverages,83.77,2,175.92
420-04-7590,Normal,Male,Home and lifestyle,99.70,3,314.06
182-88-2763,Member,Male,Food and beverages,79.91,3,251.72
188-55-0967,Member,Male,Health and beauty,66.47,10,697.94
610-46-4100,Normal,Male,Health and beauty,28.95,7,212.78
318-81-2368,Normal,Female,Electronic accessories,46.20,1,48.51
364-33-8584,Member,Female,Food and beverages,17.63,5,92.56
665-63-9737,Normal,Male,Fashion accessories,52.42,3,165.12
695-09-5146,Member,Female,Food and beverages,98.79,3,311.19
155-45-3814,Member,Female,Electronic accessories,88.55,8,743.82
794-32-2436,Member,Male,Electronic accessories,55.67,2,116.91
131-15-8856,Member,Female,Food and beverages,72.52,8,609.17
273-84-2164,Member,Male,Electronic accessories,12.05,5,63.26
706-36-6154,Member,Male,Home and lifestyle,19.36,9,182.95
778-89-7974,Normal,Male,Health and beauty,70.21,6,442.32
574-31-8277,Member,Male,Fashion accessories,33.63,1,35.31
859-71-0933,Member,Female,Sports and travel,15.49,2,32.53
740-11-5257,Normal,Male,Electronic accessories,24.74,10,259.77
369-82-2676,Normal,Male,Electronic accessories,75.66,5,397.22
563-47-4072,Normal,Female,Health and beauty,55.81,6,351.60
742-04-5161,Member,Male,Home and lifestyle,72.78,10,764.19
149-15-7606,Member,Male,Sports and travel,37.32,9,352.67
133-77-3154,Member,Male,Fashion accessories,60.18,4,252.76
169-52-4504,Normal,Female,Electronic accessories,15.69,3,49.42
250-81-7186,Normal,Female,Electronic accessories,99.69,1,104.67
562-12-5430,Member,Female,Fashion accessories,88.15,3,277.67
816-72-8853,Member,Female,Sports and travel,27.93,5,146.63
491-38-3499,Member,Male,Fashion accessories,55.45,1,58.22
322-02-2271,Normal,Female,Sports and travel,42.97,3,135.36
842-29-4695,Member,Male,Sports and travel,17.14,7,125.98
725-67-2480,Member,Female,Fashion accessories,58.75,6,370.13
641-51-2661,Member,Female,Food and beverages,87.10,10,914.55
714-02-3114,Normal,Female,Sports and travel,98.80,2,207.48
518-17-2983,Normal,Female,Fashion accessories,48.63,4,204.25
779-42-2410,Member,Male,Food and beverages,57.74,3,181.88
190-14-3147,Normal,Female,Health and beauty,17.97,4,75.47
408-66-6712,Member,Female,Health and beauty,47.71,6,300.57
679-22-6530,Normal,Female,Sports and travel,40.62,2,85.30
588-47-8641,Member,Male,Fashion accessories,56.04,10,588.42
642-61-4706,Member,Male,Food and beverages,93.40,2,196.14
576-31-4774,Normal,Female,Health and beauty,73.41,3,231.24
556-41-6224,Normal,Male,Health and beauty,33.64,8,282.58
811-03-8790,Normal,Female,Electronic accessories,45.48,10,477.54
242-11-3142,Member,Male,Fashion accessories,83.77,2,175.92
752-23-3760,Member,Female,Sports and travel,64.08,7,470.99
274-05-5470,Member,Female,Food and beverages,73.47,4,308.57
648-94-3045,Normal,Male,Health and beauty,58.95,10,618.98
130-67-4723,Member,Male,Food and beverages,48.50,6,305.55
528-87-5606,Member,Female,Electronic accessories,39.48,1,41.45
320-85-2052,Normal,Female,Sports and travel,34.81,1,36.55
370-96-0655,Normal,Female,Fashion accessories,49.32,6,310.72
105-10-6182,Member,Male,Fashion accessories,21.48,2,45.11
510-79-0415,Member,Female,Sports and travel,23.08,6,145.40
241-96-5076,Member,Female,Home and lifestyle,49.10,2,103.11
767-97-4650,Member,Female,Sports and travel,64.83,2,136.14
648-83-1321,Member,Male,Home and lifestyle,63.56,10,667.38
173-57-2300,Member,Male,Sports and travel,72.88,2,153.05
305-03-2383,Normal,Female,Food and beverages,67.10,3,211.37
394-55-6384,Member,Female,Sports and travel,70.19,9,663.30
266-20-6657,Member,Male,Food and beverages,55.04,7,404.54
689-05-1884,Member,Male,Health and beauty,48.63,10,510.62
196-01-2849,Member,Female,Fashion accessories,73.38,7,539.34
372-62-5264,Normal,Female,Food and beverages,52.60,9,497.07
800-09-8606,Member,Female,Home and lifestyle,87.37,5,458.69
182-52-7000,Member,Female,Sports and travel,27.04,4,113.57
826-58-8051,Normal,Male,Home and lifestyle,62.19,4,261.20
868-06-0466,Member,Male,Electronic accessories,69.58,9,657.53
751-41-9720,Normal,Male,Home and lifestyle,97.50,10,1023.75
626-43-7888,Normal,Female,Fashion accessories,60.41,8,507.44
176-64-7711,Normal,Male,Food and beverages,32.32,3,101.81
191-29-0321,Member,Female,Fashion accessories,19.77,10,207.59
729-06-2010,Member,Male,Health and beauty,80.47,9,760.44
640-48-5028,Member,Female,Home and lifestyle,88.39,9,835.29
186-79-9562,Normal,Male,Health and beauty,71.77,7,527.51
834-45-5519,Normal,Female,Electronic accessories,43.00,4,180.60
162-65-8559,Member,Male,Food and beverages,68.98,1,72.43
760-27-5490,Normal,Male,Fashion accessories,15.62,8,131.21
445-30-9252,Normal,Male,Sports and travel,25.70,3,80.96
786-94-2700,Member,Male,Food and beverages,80.62,6,507.91
728-88-7867,Member,Female,Home and lifestyle,75.53,4,317.23
183-21-3799,Normal,Female,Electronic accessories,77.63,9,733.60
268-20-3585,Normal,Female,Health and beauty,13.85,9,130.88
735-32-9839,Member,Male,Fashion accessories,98.70,8,829.08
258-92-7466,Normal,Female,Health and beauty,35.68,5,187.32
857-16-3520,Member,Female,Fashion accessories,71.46,7,525.23
482-17-1179,Member,Male,Electronic accessories,11.94,3,37.61
788-21-5741,Normal,Male,Fashion accessories,45.38,3,142.95
821-14-9046,Member,Female,Fashion accessories,17.48,6,110.12
418-05-0656,Normal,Female,Fashion accessories,25.56,7,187.87
678-79-0726,Member,Female,Sports and travel,90.63,9,856.45
776-68-1096,Normal,Male,Home and lifestyle,44.12,3,138.98
592-46-1692,Member,Female,Food and beverages,36.77,7,270.26
434-35-9162,Member,Male,Food and beverages,23.34,4,98.03
149-14-0304,Member,Female,Health and beauty,28.50,8,239.40
442-44-6497,Member,Male,Home and lifestyle,55.57,3,175.05
174-64-0215,Normal,Male,Sports and travel,69.74,10,732.27
210-74-9613,Normal,Male,Fashion accessories,97.26,4,408.49
299-29-0180,Member,Female,Home and lifestyle,52.18,7,383.52
247-11-2470,Member,Female,Fashion accessories,22.32,4,93.74
635-28-5728,Normal,Male,Health and beauty,56.00,3,176.40
756-49-0168,Member,Male,Fashion accessories,19.70,1,20.69
438-23-1242,Normal,Male,Electronic accessories,75.88,7,557.72
238-45-6950,Member,Male,Food and beverages,53.72,1,56.41
607-65-2441,Member,Male,Health and beauty,81.95,10,860.48
386-27-7606,Member,Female,Home and lifestyle,81.20,7,596.82
137-63-5492,Normal,Male,Electronic accessories,58.76,10,616.98
197-77-7132,Member,Male,Electronic accessories,91.56,8,769.10
805-86-0265,Normal,Male,Home and lifestyle,93.96,9,887.92
733-29-1227,Normal,Male,Home and lifestyle,55.61,7,408.73
451-73-2711,Normal,Male,Food and beverages,84.83,1,89.07
373-14-0504,Member,Female,Sports and travel,71.63,2,150.42
546-80-2899,Member,Male,Home and lifestyle,37.69,2,79.15
345-68-9016,Member,Female,Sports and travel,31.67,8,266.03
390-17-5806,Member,Female,Food and beverages,38.42,1,40.34
457-13-1708,Member,Male,Fashion accessories,65.23,10,684.92
664-14-2882,Member,Female,Home and lifestyle,10.53,5,55.28
487-79-6868,Member,Female,Home and lifestyle,12.29,9,116.14
314-23-4520,Member,Male,Health and beauty,81.23,7,597.04
210-30-7976,Member,Female,Fashion accessories,22.32,4,93.74
585-86-8361,Normal,Female,Food and beverages,27.28,5,143.22
807-14-7833,Member,Female,Electronic accessories,17.42,10,182.91
775-72-1988,Normal,Male,Home and lifestyle,73.28,5,384.72
288-38-3758,Member,Female,Fashion accessories,84.87,3,267.34
652-43-6591,Normal,Female,Fashion accessories,97.29,8,817.24
785-96-0615,Member,Female,Electronic accessories,35.74,8,300.22
406-46-7107,Normal,Female,Home and lifestyle,96.52,6,608.08
250-17-5703,Member,Male,Food and beverages,18.85,10,197.93
156-95-3964,Normal,Female,Food and beverages,55.39,4,232.64
842-40-8179,Member,Female,Food and beverages,77.20,10,810.60
525-09-8450,Normal,Male,Electronic accessories,72.13,10,757.37
410-67-1709,Member,Female,Fashion accessories,63.88,8,536.59
587-73-4862,Member,Female,Health and beauty,10.69,5,56.12
787-87-2010,Member,Male,Health and beauty,55.50,4,233.10
593-14-4239,Normal,Female,Home and lifestyle,95.46,8,801.86
801-88-0346,Normal,Female,Fashion accessories,76.06,3,239.59
388-76-2555,Normal,Male,Sports and travel,13.69,6,86.25
711-31-1234,Normal,Female,Electronic accessories,95.64,4,401.69
886-54-6089,Normal,Female,Home and lifestyle,11.43,6,72.01
707-32-7409,Member,Female,Sports and travel,95.54,4,401.27
759-98-4285,Member,Female,Health and beauty,85.87,7,631.14
201-63-8275,Member,Female,Sports and travel,67.99,7,499.73
471-06-8611,Normal,Female,Food and beverages,52.42,1,55.04
200-16-5952,Member,Male,Food and beverages,65.65,2,137.87
120-54-2248,Normal,Female,Food and beverages,28.86,5,151.52
102-77-2261,Member,Male,Health and beauty,65.31,7,480.03
875-31-8302,Normal,Male,Sports and travel,93.38,1,98.05
102-06-2002,Member,Male,Sports and travel,25.25,5,132.56
457-94-0464,Member,Male,Electronic accessories,87.87,9,830.37
629-42-4133,Normal,Male,Health and beauty,21.80,8,183.12
534-53-3526,Normal,Female,Sports and travel,94.76,4,397.99
307-04-2070,Member,Female,Fashion accessories,30.62,1,32.15
468-99-7231,Normal,Female,Home and lifestyle,44.01,8,369.68
516-77-6464,Member,Female,Health and beauty,10.16,5,53.34
404-91-5964,Normal,Male,Electronic accessories,74.58,7,548.16
886-77-9084,Normal,Male,Electronic accessories,71.89,8,603.88
790-38-4466,Normal,Female,Health and beauty,10.99,5,57.70
704-10-4056,Member,Male,Health and beauty,60.47,3,190.48
497-37-6538,Normal,Male,Sports and travel,58.91,7,432.99
651-96-5970,Normal,Male,Fashion accessories,46.41,1,48.73
400-80-4065,Member,Male,Health and beauty,68.55,4,287.91
744-16-7898,Normal,Female,Home and lifestyle,97.37,10,1022.39
263-12-5321,Member,Male,Electronic accessories,92.60,7,680.61
702-72-0487,Normal,Female,Electronic accessories,46.61,2,97.88
605-83-1050,Normal,Male,Fashion accessories,27.18,2,57.08
443-60-9639,Member,Female,Home and lifestyle,60.87,1,63.91
864-24-7918,Member,Female,Sports and travel,24.49,10,257.15
359-94-5395,Normal,Male,Health and beauty,92.78,1,97.42
401-09-4232,Member,Male,Home and lifestyle,86.69,5,455.12
751-15-6198,Normal,Male,Sports and travel,23.01,6,144.96
324-41-6833,Member,Female,Electronic accessories,30.20,8,253.68
474-33-8305,Member,Male,Fashion accessories,67.39,7,495.32
759-29-9521,Member,Female,Fashion accessories,48.96,9,462.67
831-81-6575,Member,Female,Electronic accessories,75.59,9,714.33
220-68-6701,Normal,Female,Home and lifestyle,77.47,4,325.37
618-34-8551,Normal,Female,Sports and travel,93.18,2,195.68
257-60-7754,Normal,Female,Electronic accessories,50.23,4,210.97
559-61-5987,Normal,Female,Health and beauty,17.75,1,18.64
189-55-2313,Normal,Female,Fashion accessories,62.18,10,652.89
565-91-4567,Normal,Male,Health and beauty,10.75,8,90.30
380-60-5336,Normal,Female,Electronic accessories,40.26,10,422.73
815-04-6282,Member,Female,Sports and travel,64.97,5,341.09
674-56-6360,Normal,Male,Electronic accessories,95.15,1,99.91
778-34-2523,Member,Female,Electronic accessories,48.62,8,408.41
499-27-7781,Normal,Female,Food and beverages,53.21,8,446.96
477-59-2456,Normal,Female,Fashion accessories,45.44,7,333.98
832-51-6761,Normal,Male,Food and beverages,33.88,8,284.59
869-11-3082,Member,Male,Health and beauty,96.16,4,403.87
190-59-3964,Member,Male,Food and beverages,47.16,5,247.59
366-43-6862,Normal,Male,Electronic accessories,52.89,4,222.14
186-43-8965,Member,Female,Home and lifestyle,47.68,2,100.13
784-21-9238,Member,Male,Sports and travel,10.17,1,10.68
276-75-6884,Normal,Female,Health and beauty,68.71,3,216.44
109-86-4363,Member,Female,Sports and travel,60.08,7,441.59
569-76-2760,Member,Female,Sports and travel,22.01,4,92.44
222-42-0244,Member,Female,Health and beauty,72.11,9,681.44
760-53-9233,Member,Male,Fashion accessories,41.28,3,130.03
538-22-0304,Normal,Male,Electronic accessories,64.95,10,681.98
416-17-9926,Member,Female,Electronic accessories,74.22,10,779.31
237-44-6163,Normal,Male,Electronic accessories,10.56,8,88.70
636-17-0325,Normal,Male,Health and beauty,62.57,4,262.79
343-75-9322,Member,Female,Sports and travel,11.85,8,99.54
528-14-9470,Member,Male,Health and beauty,91.30,1,95.87
427-45-9297,Member,Female,Home and lifestyle,40.73,7,299.37
807-34-3742,Normal,Male,Fashion accessories,52.38,1,55.00
288-62-1085,Member,Male,Fashion accessories,38.54,5,202.34
670-71-7306,Normal,Male,Sports and travel,44.63,6,281.17
660-29-7083,Normal,Male,Electronic accessories,55.87,10,586.64
271-77-8740,Member,Female,Sports and travel,29.22,6,184.09
497-36-0989,Normal,Male,Fashion accessories,51.94,3,163.61
291-59-1384,Normal,Male,Electronic accessories,60.30,1,63.32
860-73-6466,Member,Female,Sports and travel,39.47,2,82.89
549-23-9016,Member,Female,Food and beverages,14.87,2,31.23
896-34-0956,Normal,Male,Fashion accessories,21.32,1,22.39
804-38-3935,Member,Male,Electronic accessories,93.78,3,295.41
585-90-0249,Member,Male,Electronic accessories,73.26,1,76.92
862-29-5914,Normal,Female,Sports and travel,22.38,1,23.50
845-94-6841,Member,Female,Food and beverages,72.88,9,688.72
125-45-2293,Normal,Female,Fashion accessories,99.10,6,624.33
843-73-4724,Normal,Male,Fashion accessories,74.10,1,77.81
409-33-9708,Normal,Female,Fashion accessories,98.48,2,206.81
658-66-3967,Normal,Male,Health and beauty,53.19,7,390.95
866-70-2814,Normal,Female,Electronic accessories,52.79,10,554.30
160-22-2687,Member,Female,Health and beauty,95.95,5,503.74
895-03-6665,Normal,Female,Fashion accessories,36.51,9,345.02
770-42-8960,Normal,Male,Food and beverages,21.12,8,177.41
748-45-2862,Member,Female,Home and lifestyle,28.31,4,118.90
234-36-2483,Normal,Male,Health and beauty,57.59,6,362.82
316-66-3011,Member,Female,Food and beverages,47.63,9,450.10
848-95-6252,Member,Female,Home and lifestyle,86.27,1,90.58
840-76-5966,Member,Male,Sports and travel,12.76,2,26.80
152-03-4217,Normal,Female,Home and lifestyle,11.28,9,106.60
533-66-5566,Normal,Female,Home and lifestyle,51.07,7,375.36
124-31-1458,Member,Female,Electronic accessories,79.59,3,250.71
176-78-1170,Member,Male,Health and beauty,33.81,3,106.50
361-59-0574,Member,Male,Sports and travel,90.53,8,760.45
101-81-4070,Member,Female,Health and beauty,62.82,2,131.92
631-34-1880,Member,Male,Food and beverages,24.31,3,76.58
852-82-2749,Normal,Male,Sports and travel,64.59,4,271.28
873-14-6353,Member,Male,Food and beverages,24.82,7,182.43
584-66-4073,Normal,Male,Fashion accessories,56.50,1,59.33
544-55-9589,Member,Female,Electronic accessories,21.43,10,225.02
166-19-2553,Member,Male,Sports and travel,89.06,6,561.08
737-88-5876,Member,Male,Home and lifestyle,23.29,4,97.82
154-87-7367,Normal,Male,Home and lifestyle,65.26,8,548.18
885-56-0389,Member,Male,Fashion accessories,52.35,1,54.97
608-05-3804,Member,Male,Electronic accessories,39.75,1,41.74
448-61-3783,Normal,Female,Electronic accessories,90.02,8,756.17
761-49-0439,Member,Female,Electronic accessories,12.10,8,101.64
490-95-0021,Member,Female,Food and beverages,33.21,10,348.71
115-38-7388,Member,Female,Fashion accessories,10.18,8,85.51
311-13-6971,Member,Male,Sports and travel,31.99,10,335.90
291-55-6563,Member,Female,Home and lifestyle,34.42,6,216.85
548-48-3156,Member,Female,Food and beverages,83.34,2,175.01
460-93-5834,Normal,Male,Sports and travel,45.58,7,335.01
325-89-4209,Member,Male,Food and beverages,87.90,1,92.30
884-80-6021,Member,Female,Electronic accessories,73.47,10,771.44
137-74-8729,Normal,Female,Fashion accessories,12.19,8,102.40
880-46-5796,Member,Male,Sports and travel,76.92,10,807.66
389-70-2397,Normal,Female,Health and beauty,83.66,5,439.22
114-35-5271,Normal,Female,Electronic accessories,57.91,8,486.44
607-76-6216,Member,Female,Fashion accessories,92.49,5,485.57
715-20-1673,Normal,Male,Electronic accessories,28.38,5,149.00
